userid,std dev diff,expectations,first_forecast_date,total_predictions,std_dev_sequence
75010788,[-55.0],"[5.0, 4.0]",2023-01-01,2,"[56.0, 1.0]"
75010790,"[-8.0, 14.0, -13.0, 1.0, 4.0, -10.0, -1.0, 0.0, -2.0, 7.0]","[0.0, 3.0, 4.0, 1.0, 6.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",2023-01-01,11,"[23.0, 15.0, 29.0, 16.0, 17.0, 21.0, 11.0, 10.0, 10.0, 8.0, 15.0]"
75010795,"[84.0, 7.0, -64.0, -27.0, -4.0, -4.0, -3.0, 0.0, -6.0, 0.0]","[4.0, 3.0, 2.0, 6.0, 4.0, 4.0, 3.0, 3.0, 2.0, 2.0, 3.0]",2023-01-01,11,"[21.0, 105.0, 112.0, 48.0, 21.0, 17.0, 13.0, 10.0, 10.0, 4.0, 4.0]"
75010799,"[-3.0, -5.0, 3.0, -2.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[8.0, 10.0, 3.0, 5.0, 6.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",2023-01-01,12,"[9.0, 6.0, 1.0, 4.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
75010800,"[3.0, -7.0, 0.0, 9.0, -1.0, -8.0, 2.0, 4.0, -1.0, 1.0, 0.0]","[1.0, 2.0, 3.0, 2.0, 1.0, 2.0, 3.0, 3.0, 2.0, 2.0, 2.0, 3.0]",2023-01-01,12,"[7.0, 10.0, 3.0, 3.0, 12.0, 11.0, 3.0, 5.0, 9.0, 8.0, 9.0, 9.0]"
75010801,"[-4.0, -15.0, 3.0, -2.0]","[5.0, 0.0, 3.0, 0.0, 0.0]",2023-01-01,5,"[20.0, 16.0, 1.0, 4.0, 2.0]"
75010802,"[-19.0, 23.0, -31.0, -1.0, 0.0, 4.0, -4.0, -1.0, 0.0, 0.0, 0.0]","[5.0, 9.0, -1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2023-01-01,12,"[29.0, 10.0, 33.0, 2.0, 1.0, 1.0, 5.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
75010804,"[0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5.0, 3.0, 6.0, -2.0, 0.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",2023-01-01,12,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
75010808,"[-50.0, 80.0]","[0.0, 0.0, 0.0]",2023-01-01,3,"[146.0, 96.0, 176.0]"
75010812,[0.0],"[10.0, 7.0]",2023-02-01,2,"[4.0, 4.0]"
75010815,"[-1.0, 0.0, -2.0, 2.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.0, 6.0, 4.0, 3.0, 3.0, 3.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0]",2023-01-01,12,"[3.0, 2.0, 2.0, 0.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
75010816,"[0.0, 55.0]","[11.0, 5.0, 25.0]",2023-01-01,3,"[1.0, 1.0, 56.0]"
75010819,"[34.0, -41.0, 77.0, -62.0, -35.0, 13.0, 52.0, -42.0, -16.0, 13.0, -17.0]","[3.0, 1.0, 7.0, 5.0, -9.0, 3.0, 8.0, -1.0, -5.0, 5.0, 12.0, 3.0]",2023-01-01,12,"[29.0, 63.0, 22.0, 99.0, 37.0, 2.0, 15.0, 67.0, 25.0, 9.0, 22.0, 5.0]"
75010822,[-4.0],"[10.0, 12.0]",2023-01-01,2,"[7.0, 3.0]"
75010839,"[3.0, 21.0, -32.0, 0.0, 0.0, 14.0, -10.0, -1.0, 6.0, -4.0]","[5.0, 2.0, 5.0, 6.0, 10.0, 3.0, 8.0, 4.0, 4.0, 3.0, 6.0]",2023-01-01,11,"[9.0, 12.0, 33.0, 1.0, 1.0, 1.0, 15.0, 5.0, 4.0, 10.0, 6.0]"
75010852,[-28.0],"[4.0, 3.0]",2023-01-01,2,"[48.0, 20.0]"
75010863,"[1.0, 0.0, 6.0, 1.0, 12.0, -8.0, -3.0, -3.0]","[3.0, 3.0, 3.0, 5.0, 5.0, 4.0, 7.0, 5.0, 5.0]",2023-01-01,9,"[0.0, 1.0, 1.0, 7.0, 8.0, 20.0, 12.0, 9.0, 6.0]"
75010868,"[1.0, 7.0, -7.0, 0.0, 5.0, -5.0, 0.0, 0.0, 5.0, -5.0, 0.0]","[1.0, -1.0, 8.0, 1.0, 1.0, 5.0, 1.0, 2.0, 3.0, 2.0, 1.0, -1.0]",2023-01-01,12,"[0.0, 1.0, 8.0, 1.0, 1.0, 6.0, 1.0, 1.0, 1.0, 6.0, 1.0, 1.0]"
75010878,"[-33.0, 43.0, -35.0, 4.0, -1.0, -10.0, 11.0, -2.0, 5.0, 26.0]","[4.0, 4.0, 1.0, 0.0, 4.0, 4.0, 8.0, 4.0, 4.0, 4.0, 4.0]",2023-01-01,11,"[50.0, 17.0, 60.0, 25.0, 29.0, 28.0, 18.0, 29.0, 27.0, 32.0, 58.0]"
75010898,"[13.0, -7.0, -1.0, -4.0, -2.0, 1.0, 1.0, -2.0, 0.0, 1.0]","[4.0, 9.0, 5.0, 5.0, 4.0, 3.0, 2.0, 4.0, 3.0, 1.0, 2.0]",2023-01-01,11,"[1.0, 14.0, 7.0, 6.0, 2.0, 0.0, 1.0, 2.0, 0.0, 0.0, 1.0]"
75010899,"[-1.0, 2.0, -2.0, 1.0, 0.0, -1.0, -1.0, 0.0, 2.0, -1.0, 0.0]","[2.0, 3.0, 3.0, 2.0, 0.0, 1.0, 0.0, 3.0, 2.0, 0.0, 0.0, -2.0]",2023-01-01,12,"[3.0, 2.0, 4.0, 2.0, 3.0, 3.0, 2.0, 1.0, 1.0, 3.0, 2.0, 2.0]"
75010906,"[9.0, -9.0, 2.0, 4.0, -9.0, 2.0, 3.0, 6.0, -8.0, 1.0, -2.0]","[10.0, 8.0, 10.0, 12.0, 9.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 5.0]",2023-01-01,12,"[7.0, 16.0, 7.0, 9.0, 13.0, 4.0, 6.0, 9.0, 15.0, 7.0, 8.0, 6.0]"
75010907,"[2.0, 1.0, 2.0, -5.0, 0.0, -1.0, 5.0, -4.0, 0.0, 0.0, 0.0]","[5.0, 7.0, 3.0, 6.0, 4.0, 0.0, -1.0, 0.0, 0.0, 6.0, 2.0, 0.0]",2023-01-01,12,"[1.0, 3.0, 4.0, 6.0, 1.0, 1.0, 0.0, 5.0, 1.0, 1.0, 1.0, 1.0]"
75010913,"[7.0, 0.0, 52.0, -52.0, 1.0, -1.0, -6.0, 6.0, 0.0, 20.0, -20.0]","[3.0, 0.0, 0.0, 2.0, 0.0, 5.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0]",2023-01-01,12,"[0.0, 7.0, 7.0, 59.0, 7.0, 8.0, 7.0, 1.0, 7.0, 7.0, 27.0, 7.0]"
75010925,"[-67.0, 4.0, 25.0, 48.0, -72.0, 11.0, -3.0, -9.0, -23.0, 17.0]","[0.0, 1.0, -1.0, 3.0, 1.0, 2.0, 0.0, -2.0, -2.0, 2.0, 0.0]",2023-01-01,11,"[87.0, 20.0, 24.0, 49.0, 97.0, 25.0, 36.0, 33.0, 24.0, 1.0, 18.0]"
75010930,"[-49.0, 1.0, -2.0, -4.0, 12.0, -7.0, -5.0, 0.0, 0.0, -1.0, 0.0]","[3.0, 6.0, 6.0, 6.0, 4.0, 4.0, 5.0, 3.0, 3.0, 3.0, 4.0, 3.0]",2023-01-01,12,"[55.0, 6.0, 7.0, 5.0, 1.0, 13.0, 6.0, 1.0, 1.0, 1.0, 0.0, 0.0]"
75010933,"[2.0, 1.0, 0.0, 3.0, -5.0, 0.0, 0.0, -1.0, 0.0, 1.0, 0.0]","[3.0, 1.0, -1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 1.0, 1.0]",2023-01-01,12,"[1.0, 3.0, 4.0, 4.0, 7.0, 2.0, 2.0, 2.0, 1.0, 1.0, 2.0, 2.0]"
75010938,"[-56.0, 56.0, -56.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[25.0, 3.0, 25.0, 3.0, 6.0, 6.0, 10.0, 6.0, 6.0, 6.0, 6.0, 6.0]",2023-02-01,12,"[56.0, 0.0, 56.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
75010942,"[-62.0, 4.0, -15.0, 0.0, 10.0, 2.0, -3.0, -9.0, 13.0, -9.0]","[-2.0, 4.0, 2.0, 3.0, 4.0, 6.0, 6.0, 8.0, 4.0, 6.0, 3.0]",2023-02-01,11,"[75.0, 13.0, 17.0, 2.0, 2.0, 12.0, 14.0, 11.0, 2.0, 15.0, 6.0]"
75010946,"[0.0, -92.0]","[-2.0, -2.0, 8.0]",2023-01-01,3,"[115.0, 115.0, 23.0]"
75010950,"[6.0, -6.0, 6.0, -4.0, 1.0, -3.0, 9.0, -31.0, 12.0, 4.0]","[-2.0, -2.0, -2.0, -2.0, -2.0, 3.0, -1.0, -3.0, 2.0, 2.0, -1.0]",2023-01-01,11,"[28.0, 34.0, 28.0, 34.0, 30.0, 31.0, 28.0, 37.0, 6.0, 18.0, 22.0]"
75010953,"[6.0, 11.0, 34.0, -53.0, -2.0, 1.0, -1.0, -1.0, 0.0, 1.0]","[9.0, 8.0, 12.0, 25.0, 8.0, -3.0, 4.0, 4.0, 3.0, -1.0, 4.0]",2023-01-01,11,"[5.0, 11.0, 22.0, 56.0, 3.0, 1.0, 2.0, 1.0, 0.0, 0.0, 1.0]"
75010956,"[-28.0, 0.0, 2.0, -2.0, -1.0, -1.0, -2.0, 0.0, 1.0, -2.0, 0.0]","[12.0, 3.0, 2.0, -3.0, -2.0, 0.0, -1.0, -2.0, -1.0, 1.0, 0.0, -2.0]",2023-01-01,12,"[34.0, 6.0, 6.0, 8.0, 6.0, 5.0, 4.0, 2.0, 2.0, 3.0, 1.0, 1.0]"
75010957,"[1.0, -1.0, -1.0, 1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 1.0, 0.0]","[5.0, -3.0, 0.0, 3.0, 2.0, 2.0, 1.0, 1.0, 2.0, 1.0, 2.0, -1.0]",2023-01-01,12,"[1.0, 2.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
75010959,"[-4.0, 1.0, 23.0, -22.0, 6.0, 6.0, -8.0, 5.0, -8.0, -3.0, 1.0]","[2.0, 6.0, 6.0, 2.0, 3.0, 5.0, 5.0, 1.0, 5.0, 2.0, 2.0, 4.0]",2023-01-01,12,"[9.0, 5.0, 6.0, 29.0, 7.0, 13.0, 19.0, 11.0, 16.0, 8.0, 5.0, 6.0]"
75010961,"[3.0, -1.0, -1.0, -1.0, 1.0, -1.0, 0.0, 0.0, 1.0, -1.0, 0.0]","[4.0, 5.0, 4.0, 3.0, 4.0, 4.0, 3.0, 3.0, 4.0, 3.0, 3.0, 3.0]",2023-01-01,12,"[0.0, 3.0, 2.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
75010963,"[-17.0, 1.0, 11.0]","[1.0, 1.0, 1.0, 3.0]",2023-01-01,4,"[27.0, 10.0, 11.0, 22.0]"
75010966,"[0.0, 0.0, -5.0, 2.0]","[8.0, 8.0, 8.0, 3.0, 4.0]",2023-01-01,5,"[6.0, 6.0, 6.0, 1.0, 3.0]"
75010967,"[1.0, 2.0, -1.0, 2.0, 8.0, -6.0, -1.0, 6.0, -19.0, 8.0, -3.0]","[12.0, 8.0, 8.0, 8.0, 8.0, 6.0, 8.0, 6.0, 6.0, 6.0, 7.0, 7.0]",2023-01-01,12,"[14.0, 15.0, 17.0, 16.0, 18.0, 26.0, 20.0, 19.0, 25.0, 6.0, 14.0, 11.0]"
75010968,"[-10.0, -2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[9.0, 10.0, 9.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 5.0]",2023-01-01,12,"[13.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0]"
75010970,"[-33.0, -4.0, 4.0, -5.0, -1.0, 0.0, 1.0, 3.0, -3.0, -1.0, 0.0]","[-6.0, 0.0, -2.0, 0.0, 3.0, 3.0, 1.0, 2.0, 4.0, 3.0, 3.0, 3.0]",2023-01-01,12,"[40.0, 7.0, 3.0, 7.0, 2.0, 1.0, 1.0, 2.0, 5.0, 2.0, 1.0, 1.0]"
75010973,"[-19.0, -1.0, -4.0, 0.0, 10.0, -10.0, 0.0, 4.0, -4.0, -1.0, 0.0]","[3.0, 4.0, 5.0, 6.0, 6.0, 3.0, 3.0, 6.0, 5.0, 6.0, 3.0, 3.0]",2023-01-01,12,"[25.0, 6.0, 5.0, 1.0, 1.0, 11.0, 1.0, 1.0, 5.0, 1.0, 0.0, 0.0]"
75010976,"[1.0, -1.0, -2.0, 3.0, 4.0, -6.0, -1.0]","[5.0, 6.0, 5.0, 3.0, 5.0, 1.0, 3.0, 3.0]",2023-01-01,8,"[3.0, 4.0, 3.0, 1.0, 4.0, 8.0, 2.0, 1.0]"
75010980,"[295.0, -226.0, -40.0, 40.0, 0.0, 12.0, -12.0, 0.0, 0.0, 0.0, -75.0]","[9.0, 1.0, 0.0, 7.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 10.0]",2023-01-01,12,"[7.0, 302.0, 76.0, 36.0, 76.0, 76.0, 88.0, 76.0, 76.0, 76.0, 76.0, 1.0]"
75010990,"[-129.0, -17.0, 8.0, 15.0, 4.0, 10.0, -14.0, 12.0, -5.0, -23.0, -1.0]","[6.0, -3.0, 4.0, 2.0, 3.0, -2.0, -4.0, 1.0, -2.0, -4.0, 0.0, -1.0]",2023-01-01,12,"[148.0, 19.0, 2.0, 10.0, 25.0, 29.0, 39.0, 25.0, 37.0, 32.0, 9.0, 8.0]"
75010991,[0.0],"[0.0, 0.0]",2023-01-01,2,"[76.0, 76.0]"
75010992,"[31.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0]",2023-01-01,12,"[2.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0]"
75010996,"[-15.0, 0.0]","[6.0, 2.0, 5.0]",2023-01-01,3,"[19.0, 4.0, 4.0]"
75010998,"[-6.0, 8.0, 18.0, -24.0, 7.0, -5.0]","[0.0, 7.0, 8.0, 3.0, 5.0, 1.0, 2.0]",2023-01-01,7,"[8.0, 2.0, 10.0, 28.0, 4.0, 11.0, 6.0]"
75011002,"[-2.0, -10.0, 30.0, -6.0, 37.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5.0, 12.0, 5.0, 3.0, -2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2023-01-01,11,"[27.0, 25.0, 15.0, 45.0, 39.0, 76.0, 76.0, 76.0, 76.0, 76.0, 76.0]"
75011008,[32.0],"[3.0, 4.0]",2023-02-01,2,"[14.0, 46.0]"
75011014,"[3.0, -3.0]","[0.0, 3.0, 0.0]",2023-02-01,3,"[3.0, 6.0, 3.0]"
75011017,[-7.0],"[8.0, 2.0]",2023-03-01,2,"[10.0, 3.0]"
75011019,"[11.0, -19.0, 19.0, -18.0]","[1.0, 2.0, 5.0, 8.0, 0.0]",2023-02-01,5,"[13.0, 24.0, 5.0, 24.0, 6.0]"
75011020,"[4.0, -1.0, 1.0, 3.0, 1.0, -1.0, -6.0, 6.0, -6.0, 1.0, -2.0]","[3.0, 4.0, 6.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 3.0, 5.0, 3.0]",2023-02-01,12,"[1.0, 5.0, 4.0, 5.0, 8.0, 9.0, 8.0, 2.0, 8.0, 2.0, 3.0, 1.0]"
75011023,"[-18.0, 2.0, -3.0, 3.0, -2.0, 4.0, -2.0]","[3.0, 2.0, 2.0, 2.0, 2.0, 4.0, 1.0, 3.0]",2023-02-01,8,"[22.0, 4.0, 6.0, 3.0, 6.0, 4.0, 8.0, 6.0]"
75011025,"[-11.0, 0.0]","[3.0, 0.0, 0.0]",2023-02-01,3,"[87.0, 76.0, 76.0]"
75011031,"[-4.0, -8.0, -1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0]","[-1.0, -4.0, -3.0, -1.0, -1.0, 3.0, -1.0, 0.0, 1.0, -1.0, -1.0, -1.0]",2023-02-01,12,"[13.0, 9.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]"
75011032,"[-8.0, 1.0, -4.0, 12.0, -18.0, 7.0, -6.0, 1.0, 3.0, -4.0, 5.0]","[10.0, 14.0, 7.0, 8.0, 12.0, 3.0, 8.0, 4.0, 5.0, 4.0, 3.0, 5.0]",2023-02-01,12,"[18.0, 10.0, 11.0, 7.0, 19.0, 1.0, 8.0, 2.0, 3.0, 6.0, 2.0, 7.0]"
75011035,"[-5.0, -20.0, 4.0, 13.0, -16.0, 4.0, 11.0, -8.0, 11.0]","[3.0, 0.0, 4.0, 3.0, 2.0, 0.0, 5.0, 3.0, 3.0, 3.0]",2023-02-01,10,"[38.0, 33.0, 13.0, 17.0, 30.0, 14.0, 18.0, 29.0, 21.0, 32.0]"
75011037,"[-4.0, 8.0, -5.0, 0.0, -1.0, -1.0, 0.0, -3.0, 2.0, -1.0, 4.0]","[6.0, 4.0, 4.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, -1.0, -1.0, 0.0]",2023-02-01,12,"[6.0, 2.0, 10.0, 5.0, 5.0, 4.0, 3.0, 3.0, 0.0, 2.0, 1.0, 5.0]"
75011043,"[-24.0, -3.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 0.0]","[8.0, 9.0, 9.0, 0.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 0.0, 2.0]",2023-02-01,12,"[30.0, 6.0, 3.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]"
75011045,[-24.0],"[8.0, 1.0]",2023-03-01,2,"[25.0, 1.0]"
75011046,"[67.0, -66.0, -3.0, 1.0, -2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[11.0, 6.0, 4.0, 11.0, 8.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",2023-02-01,12,"[4.0, 71.0, 5.0, 2.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
75011053,"[7.0, -8.0, 0.0, -1.0, 0.0, 0.0, 1.0, 0.0, -1.0, 0.0]","[4.0, 8.0, 2.0, 3.0, 2.0, 2.0, 1.0, 1.0, 1.0, 2.0, 2.0]",2023-02-01,11,"[3.0, 10.0, 2.0, 2.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 1.0]"
75011054,"[-2.0, 37.0]","[11.0, 8.0, 3.0]",2023-03-01,3,"[5.0, 3.0, 40.0]"
75011063,"[-1.0, -5.0, 7.0, -5.0, 3.0, -1.0, 11.0, -19.0, 4.0, 49.0, -53.0]","[9.0, 8.0, 14.0, 9.0, 8.0, 7.0, 7.0, 12.0, 12.0, 14.0, 25.0, 12.0]",2023-03-01,12,"[13.0, 12.0, 7.0, 14.0, 9.0, 12.0, 11.0, 22.0, 3.0, 7.0, 56.0, 3.0]"
75011064,"[-2.0, 7.0, 8.0, -10.0, -2.0, 13.0, 12.0, 10.0, -29.0, 0.0, 12.0]","[8.0, 9.0, 11.0, 9.0, 7.0, 5.0, 7.0, 4.0, -2.0, 7.0, 7.0, 6.0]",2023-02-01,12,"[9.0, 7.0, 14.0, 22.0, 12.0, 10.0, 23.0, 35.0, 45.0, 16.0, 16.0, 28.0]"
75011081,"[-9.0, 2.0, -2.0, 0.0, 0.0, 2.0, -1.0, 0.0, -1.0, 0.0, 0.0]","[3.0, 1.0, -1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]",2023-02-01,12,"[10.0, 1.0, 3.0, 1.0, 1.0, 1.0, 3.0, 2.0, 2.0, 1.0, 1.0, 1.0]"
75011083,"[-53.0, 1.0, 52.0, -55.0, 12.0, -12.0, 55.0, -55.0, 55.0, 0.0, 0.0]","[25.0, 12.0, 13.0, 25.0, 10.0, 17.0, 10.0, 25.0, 10.0, 25.0, 25.0, 25.0]",2023-02-01,12,"[56.0, 3.0, 4.0, 56.0, 1.0, 13.0, 1.0, 56.0, 1.0, 56.0, 56.0, 56.0]"
75011084,"[3.0, -4.0, 1.0, 1.0, -2.0, 0.0, 0.0, 0.0, 0.0, 4.0, -3.0]","[6.0, 1.0, 4.0, 6.0, 7.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0]",2023-03-01,12,"[2.0, 5.0, 1.0, 2.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 5.0, 2.0]"
75011090,"[11.0, -11.0, -2.0, 2.0, -2.0, 2.0, 1.0, -6.0, 5.0, -4.0]","[1.0, 5.0, 4.0, 4.0, 4.0, 1.0, 4.0, 4.0, 4.0, 4.0, 3.0]",2023-02-01,11,"[6.0, 17.0, 6.0, 4.0, 6.0, 4.0, 6.0, 7.0, 1.0, 6.0, 2.0]"
75011091,[6.0],"[2.0, 9.0]",2023-02-01,2,"[1.0, 7.0]"
75011092,"[10.0, 3.0, 5.0, -20.0, -1.0, 0.0, 1.0, 2.0, -3.0, 0.0]","[12.0, 7.0, 5.0, 9.0, 10.0, 3.0, 3.0, 10.0, 8.0, 3.0, 3.0]",2023-03-01,11,"[3.0, 13.0, 16.0, 21.0, 1.0, 0.0, 0.0, 1.0, 3.0, 0.0, 0.0]"
75011094,[0.0],"[20.0, 20.0]",2023-02-01,2,"[113.0, 113.0]"
75011099,"[27.0, -35.0, -3.0, 4.0, -7.0, 10.0, -7.0, 1.0, -1.0, 0.0, 5.0]","[0.0, 3.0, -1.0, -2.0, -1.0, 11.0, 7.0, -2.0, -2.0, 2.0, 2.0, -3.0]",2023-02-01,12,"[17.0, 44.0, 9.0, 6.0, 10.0, 3.0, 13.0, 6.0, 7.0, 6.0, 6.0, 11.0]"
75011100,[-1.0],"[5.0, 4.0]",2023-03-01,2,"[2.0, 1.0]"
75011101,"[-2.0, -7.0, 0.0, 0.0, -5.0, 4.0, -5.0, 8.0]","[4.0, 5.0, 5.0, 4.0, 3.0, 3.0, 3.0, 3.0, 4.0]",2023-02-01,9,"[20.0, 18.0, 11.0, 11.0, 11.0, 6.0, 10.0, 5.0, 13.0]"
75011102,"[6.0, 4.0, -12.0, 12.0, -11.0, 0.0]","[1.0, 0.0, -1.0, 3.0, 4.0, 3.0, 3.0]",2023-02-01,7,"[4.0, 10.0, 14.0, 2.0, 14.0, 3.0, 3.0]"
75011105,[-8.0],"[0.0, 3.0]",2023-02-01,2,"[10.0, 2.0]"
75011114,"[3.0, -2.0, -2.0, 1.0, 0.0, 0.0, -1.0, 0.0, 3.0, -2.0, -2.0]","[4.0, 6.0, 6.0, 4.0, 3.0, 3.0, 3.0, 2.0, 4.0, 3.0, 3.0, 3.0]",2023-02-01,12,"[2.0, 5.0, 3.0, 1.0, 2.0, 2.0, 2.0, 1.0, 1.0, 4.0, 2.0, 0.0]"
75011115,"[1.0, 1.0, 0.0, 4.0, -4.0, 4.0, -4.0, 4.0, 0.0, 0.0, -1.0]","[-1.0, -5.0, 5.0, 9.0, 2.0, 5.0, 2.0, 5.0, 2.0, 2.0, 2.0, 0.0]",2023-02-01,12,"[0.0, 1.0, 2.0, 2.0, 6.0, 2.0, 6.0, 2.0, 6.0, 6.0, 6.0, 5.0]"
75011118,"[0.0, 0.0, -1.0, 2.0, -3.0, 1.0, 2.0, -1.0, 1.0, -1.0, 1.0]","[3.0, 2.0, 2.0, 3.0, 1.0, 1.0, 2.0, 1.0, 2.0, 3.0, 2.0, 3.0]",2023-02-01,12,"[2.0, 2.0, 2.0, 1.0, 3.0, 0.0, 1.0, 3.0, 2.0, 3.0, 2.0, 3.0]"
75011119,"[28.0, -12.0, -4.0, -4.0, 1.0, 0.0, -4.0, 6.0, -11.0, 4.0, 1.0]","[6.0, 10.0, 4.0, 1.0, 0.0, 1.0, 2.0, 2.0, 3.0, -1.0, 0.0, -1.0]",2023-03-01,12,"[3.0, 31.0, 19.0, 15.0, 11.0, 12.0, 12.0, 8.0, 14.0, 3.0, 7.0, 8.0]"
75011122,"[-19.0, 7.0, 17.0, -28.0, 4.0, -4.0, 9.0]","[5.0, 6.0, 10.0, 4.0, 5.0, 5.0, 5.0, 8.0]",2023-02-01,8,"[25.0, 6.0, 13.0, 30.0, 2.0, 6.0, 2.0, 11.0]"
75011124,[31.0],"[6.0, -1.0]",2023-02-01,2,"[212.0, 243.0]"
75011129,"[50.0, 0.0, 0.0]","[6.0, 0.0, 0.0, 0.0]",2023-02-01,4,"[26.0, 76.0, 76.0, 76.0]"
75011131,"[15.0, -14.0, 13.0, -12.0, 10.0, -3.0, -4.0, -4.0, 1.0, -1.0, 11.0]","[2.0, 8.0, 3.0, 5.0, 2.0, 6.0, 5.0, 6.0, 3.0, 3.0, 3.0, 6.0]",2023-02-01,12,"[0.0, 15.0, 1.0, 14.0, 2.0, 12.0, 9.0, 5.0, 1.0, 2.0, 1.0, 12.0]"
75011133,"[97.0, -117.0, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 0.0, 0.0]","[4.0, 0.0, 10.0, 6.0, 6.0, -6.0, 6.0, 3.0, 10.0, 10.0, 6.0]",2023-02-01,11,"[21.0, 118.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]"
75011136,"[66.0, -64.0, 4.0, 7.0, -9.0, 6.0, 0.0, -5.0, -2.0, -3.0, 6.0]","[7.0, 0.0, 7.0, 6.0, 4.0, 8.0, 5.0, 6.0, 4.0, 5.0, 5.0, 7.0]",2023-03-01,12,"[10.0, 76.0, 12.0, 16.0, 23.0, 14.0, 20.0, 20.0, 15.0, 13.0, 10.0, 16.0]"
75011140,"[16.0, 3.0, 20.0, -16.0, 3.0, 13.0, -21.0, 11.0, 6.0]","[6.0, 4.0, 3.0, 3.0, 3.0, 2.0, 1.0, 4.0, 4.0, -5.0]",2023-02-01,10,"[2.0, 18.0, 21.0, 41.0, 25.0, 28.0, 41.0, 20.0, 31.0, 37.0]"
75011141,"[3.0, -3.0, 3.0]","[5.0, 5.0, 5.0, 4.0]",2023-03-01,4,"[1.0, 4.0, 1.0, 4.0]"
75011144,"[24.0, -22.0, 13.0, -10.0, 27.0, -26.0, -8.0, 28.0, -21.0, 5.0, 0.0]","[7.0, 3.0, 1.0, 0.0, 1.0, 3.0, 2.0, 3.0, 1.0, 2.0, 2.0, 2.0]",2023-03-01,12,"[14.0, 38.0, 16.0, 29.0, 19.0, 46.0, 20.0, 12.0, 40.0, 19.0, 24.0, 24.0]"
