userid,std dev diff,expectations,first_forecast_date,total_predictions,std_dev_sequence
70015098,"[8.0, -10.0, 1.0, 0.0, 0.0, -1.0]","[4.0, 7.0, 1.0, 2.0, 1.0, 3.0, 3.0]",2013-06-01,7,"[2.0, 10.0, 0.0, 1.0, 1.0, 1.0, 0.0]"
70015100,"[1.0, -1.0]","[3.0, 3.0, 3.0]",2013-06-01,3,"[1.0, 2.0, 1.0]"
70015101,[-3.0],"[4.0, 3.0]",2013-06-01,2,"[4.0, 1.0]"
70015105,"[1.0, 0.0, -1.0, 1.0, 1.0]","[2.0, 3.0, 2.0, 2.0, 2.0, 2.0]",2013-06-01,6,"[0.0, 1.0, 1.0, 0.0, 1.0, 2.0]"
70015116,"[15.0, 0.0, -18.0, 2.0, 0.0]","[14.0, 12.0, 12.0, 10.0, -3.0, 6.0]",2013-06-01,6,"[7.0, 22.0, 22.0, 4.0, 6.0, 6.0]"
70015120,[-2.0],"[6.0, 4.0]",2013-06-01,2,"[4.0, 2.0]"
70015134,[-1.0],"[3.0, 3.0]",2013-06-01,2,"[1.0, 0.0]"
70015151,"[1.0, -2.0, 0.0, 2.0, -2.0]","[3.0, 3.0, 3.0, 4.0, 5.0, 4.0]",2013-06-01,6,"[2.0, 3.0, 1.0, 1.0, 3.0, 1.0]"
70015153,"[0.0, -4.0]","[4.0, 4.0, 4.0]",2013-06-01,3,"[5.0, 5.0, 1.0]"
70015155,[-92.0],"[22.0, 11.0]",2013-06-01,2,"[93.0, 1.0]"
70015159,[0.0],"[6.0, 6.0]",2013-06-01,2,"[1.0, 1.0]"
70015160,"[-3.0, 0.0]","[4.0, 5.0, 3.0]",2013-06-01,3,"[5.0, 2.0, 2.0]"
70015166,[-3.0],"[3.0, 2.0]",2013-06-01,2,"[5.0, 2.0]"
70015168,"[-30.0, -9.0]","[-3.0, -3.0, 0.0]",2013-06-01,3,"[57.0, 27.0, 18.0]"
70015180,"[0.0, 6.0, 2.0, -8.0, 2.0]","[5.0, 9.0, 14.0, 12.0, 10.0, 10.0]",2013-06-01,6,"[1.0, 1.0, 7.0, 9.0, 1.0, 3.0]"
70015182,"[0.0, 0.0]","[1.0, 3.0, 1.0]",2013-06-01,3,"[0.0, 0.0, 0.0]"
70015197,"[-1.0, -1.0]","[7.0, 6.0, 3.0]",2013-06-01,3,"[2.0, 1.0, 0.0]"
70015200,"[74.0, 0.0, 0.0, 0.0, 0.0]","[3.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2013-06-01,6,"[2.0, 76.0, 76.0, 76.0, 76.0, 76.0]"
70015205,[1.0],"[3.0, 2.0]",2013-06-01,2,"[0.0, 1.0]"
70015220,"[1.0, -1.0]","[3.0, 6.0, 1.0]",2013-06-01,3,"[0.0, 1.0, 0.0]"
70015235,"[-1.0, 0.0]","[3.0, 3.0, 3.0]",2013-06-01,3,"[2.0, 1.0, 1.0]"
70015251,"[-1.0, 0.0]","[-6.0, -1.0, -3.0]",2013-06-01,3,"[1.0, 0.0, 0.0]"
70015254,"[0.0, 0.0, 0.0, 0.0, 0.0]","[2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",2013-06-01,6,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
70015267,"[-29.0, 8.0]","[-1.0, 11.0, 9.0]",2013-06-01,3,"[54.0, 25.0, 33.0]"
70015269,[0.0],"[2.0, 2.0]",2013-06-01,2,"[1.0, 1.0]"
70015274,"[2.0, -1.0]","[4.0, 2.0, 3.0]",2013-06-01,3,"[0.0, 2.0, 1.0]"
70015277,"[3.0, 20.0, -16.0, 1.0, -4.0]","[11.0, 3.0, 5.0, 5.0, 3.0, 2.0]",2013-06-01,6,"[3.0, 6.0, 26.0, 10.0, 11.0, 7.0]"
70015283,[0.0],"[6.0, 7.0]",2013-06-01,2,"[1.0, 1.0]"
70015289,[-2.0],"[3.0, 2.0]",2013-06-01,2,"[3.0, 1.0]"
70015298,"[0.0, -1.0, 7.0, -6.0, -1.0, 1.0]","[1.0, 2.0, 3.0, 1.0, 2.0, 1.0, 3.0]",2013-06-01,7,"[1.0, 1.0, 0.0, 7.0, 1.0, 0.0, 1.0]"
70015301,[-6.0],"[1.0, 3.0]",2013-06-01,2,"[16.0, 10.0]"
70015320,"[1.0, 3.0, -4.0, 0.0]","[2.0, 3.0, 3.0, 3.0, 4.0]",2013-06-01,5,"[1.0, 2.0, 5.0, 1.0, 1.0]"
70015327,"[-5.0, -2.0]","[5.0, 6.0, 7.0]",2013-06-01,3,"[8.0, 3.0, 1.0]"
70015336,"[1.0, -1.0]","[3.0, 2.0, 3.0]",2013-06-01,3,"[0.0, 1.0, 0.0]"
70015344,[3.0],"[2.0, 2.0]",2013-06-01,2,"[10.0, 13.0]"
70015348,"[100.0, -103.0]","[9.0, 21.0, 10.0]",2013-06-01,3,"[5.0, 105.0, 2.0]"
70015351,[3.0],"[4.0, 3.0]",2013-06-01,2,"[1.0, 4.0]"
70015373,"[-3.0, 6.0]","[3.0, 3.0, 6.0]",2013-06-01,3,"[4.0, 1.0, 7.0]"
70015380,"[-1.0, 4.0]","[2.0, 3.0, 3.0]",2013-06-01,3,"[2.0, 1.0, 5.0]"
70015394,[0.0],"[4.0, 3.0]",2013-06-01,2,"[2.0, 2.0]"
70015408,[0.0],"[3.0, -2.0]",2013-06-01,2,"[0.0, 0.0]"
70015410,"[0.0, -1.0]","[1.0, 2.0, 1.0]",2013-06-01,3,"[2.0, 2.0, 1.0]"
70015411,"[-1.0, -2.0]","[5.0, 5.0, 5.0]",2013-06-01,3,"[4.0, 3.0, 1.0]"
70015412,"[5.0, -6.0, 2.0, -1.0, 0.0]","[3.0, 5.0, 3.0, 3.0, 3.0, 3.0]",2013-06-01,6,"[2.0, 7.0, 1.0, 3.0, 2.0, 2.0]"
70015414,[1.0],"[2.0, 3.0]",2013-06-01,2,"[0.0, 1.0]"
70015423,"[18.0, -21.0, 5.0, -7.0, 34.0]","[0.0, 2.0, 2.0, 2.0, 3.0, 2.0]",2013-06-01,6,"[7.0, 25.0, 4.0, 9.0, 2.0, 36.0]"
70015426,"[0.0, 0.0]","[9.0, 7.0, 6.0]",2013-06-01,3,"[5.0, 5.0, 5.0]"
70015435,"[0.0, 3.0, 0.0, 35.0, -38.0, -18.0]","[3.0, 3.0, 8.0, 8.0, 8.0, 3.0, 6.0]",2013-06-01,7,"[212.0, 212.0, 215.0, 215.0, 250.0, 212.0, 194.0]"
70015441,"[0.0, 0.0, -2.0, 2.0]","[5.0, 3.0, 3.0, 2.0, 3.0]",2013-06-01,5,"[2.0, 2.0, 2.0, 0.0, 2.0]"
70015444,"[6.0, -4.0]","[4.0, 8.0, 5.0]",2013-06-01,3,"[2.0, 8.0, 4.0]"
70015447,"[-1.0, 0.0]","[11.0, 9.0, 9.0]",2013-06-01,3,"[2.0, 1.0, 1.0]"
70015449,[2.0],"[4.0, 2.0]",2013-06-01,2,"[1.0, 3.0]"
70015470,[0.0],"[0.0, 0.0]",2013-06-01,2,"[76.0, 76.0]"
70015483,"[0.0, 0.0, 1.0, 0.0, 0.0]","[-2.0, 2.0, 1.0, 2.0, 1.0, 1.0]",2013-06-01,6,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]"
70015487,"[-1.0, 0.0, 0.0, 0.0]","[3.0, 2.0, 2.0, 4.0, 2.0]",2013-07-01,5,"[2.0, 1.0, 1.0, 1.0, 1.0]"
70015490,"[7.0, -5.0, -3.0, 16.0, -10.0, 1.0]","[2.0, 3.0, 2.0, 3.0, 6.0, 4.0, 4.0]",2013-06-01,7,"[3.0, 10.0, 5.0, 2.0, 18.0, 8.0, 9.0]"
70015491,"[-3.0, -11.0]","[0.0, 4.0, 3.0]",2013-06-01,3,"[20.0, 17.0, 6.0]"
70015503,"[-5.0, 12.0, -12.0, 1.0]","[8.0, 6.0, 8.0, 7.0, 6.0]",2013-06-01,5,"[8.0, 3.0, 15.0, 3.0, 4.0]"
70015507,"[-3.0, -1.0]","[5.0, 1.0, 1.0]",2013-06-01,3,"[4.0, 1.0, 0.0]"
70015518,"[1.0, 1.0, -3.0, -1.0]","[7.0, 7.0, 7.0, 7.0, 7.0]",2013-06-01,5,"[10.0, 11.0, 12.0, 9.0, 8.0]"
70015534,"[-22.0, -5.0, 3.0]","[12.0, 5.0, 10.0, 8.0]",2013-06-01,4,"[33.0, 11.0, 6.0, 9.0]"
70015535,"[-4.0, 1.0, 75.0, 0.0]","[2.0, 1.0, 5.0, 0.0, 0.0]",2013-06-01,5,"[4.0, 0.0, 1.0, 76.0, 76.0]"
70015544,"[15.0, -40.0, 82.0]","[5.0, 2.0, 0.0, 2.0]",2013-06-01,4,"[61.0, 76.0, 36.0, 118.0]"
70015547,"[-4.0, -8.0, -1.0, 1.0]","[2.0, 1.0, 3.0, 4.0, 3.0]",2013-06-01,5,"[14.0, 10.0, 2.0, 1.0, 2.0]"
70015549,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2013-06-01,6,"[76.0, 76.0, 76.0, 76.0, 76.0, 76.0]"
70015552,"[-1.0, -1.0, 0.0, 0.0]","[2.0, 2.0, 3.0, 3.0, 3.0]",2013-06-01,5,"[3.0, 2.0, 1.0, 1.0, 1.0]"
70015554,"[-2.0, 2.0, -2.0, 3.0, -1.0, -1.0]","[2.0, 3.0, 4.0, 3.0, 4.0, 3.0, 2.0]",2013-06-01,7,"[4.0, 2.0, 4.0, 2.0, 5.0, 4.0, 3.0]"
70015558,"[0.0, -1.0, 0.0, 0.0, 0.0, 0.0]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.0]",2013-06-01,7,"[2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
70015583,"[6.0, -1.0, 10.0, -11.0]","[3.0, 5.0, 4.0, 11.0, 6.0]",2013-06-01,5,"[4.0, 10.0, 9.0, 19.0, 8.0]"
70015584,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.0, 2.0, 3.0, 3.0, 2.0, 2.0, 1.0]",2013-06-01,7,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
70015586,"[0.0, 10.0, -8.0]","[6.0, 3.0, 4.0, 6.0]",2013-06-01,4,"[1.0, 1.0, 11.0, 3.0]"
70015591,"[-4.0, 1.0, 3.0, -2.0, -4.0]","[4.0, 4.0, 4.0, 4.0, 3.0, 3.0]",2013-06-01,6,"[8.0, 4.0, 5.0, 8.0, 6.0, 2.0]"
70015601,[-11.0],"[10.0, 3.0]",2013-06-01,2,"[11.0, 0.0]"
70015651,"[0.0, 0.0, 2.0, -2.0, -1.0, 0.0]","[2.0, 1.0, 1.0, 1.0, 2.0, 3.0, 3.0]",2013-06-01,7,"[1.0, 1.0, 1.0, 3.0, 1.0, 0.0, 0.0]"
70015661,[2.0],"[5.0, 10.0]",2013-06-01,2,"[2.0, 4.0]"
70015674,"[2.0, -2.0, -2.0, 3.0, 1.0, -1.0]","[8.0, 5.0, 10.0, 10.0, 7.0, 4.0, 9.0]",2013-06-01,7,"[3.0, 5.0, 3.0, 1.0, 4.0, 5.0, 4.0]"
70015675,[0.0],"[3.0, 1.0]",2013-06-01,2,"[0.0, 0.0]"
70015688,"[-1.0, -1.0, 1.0, 1.0, 0.0]","[1.0, 0.0, 2.0, 0.0, 1.0, -1.0]",2013-06-01,6,"[2.0, 1.0, 0.0, 1.0, 2.0, 2.0]"
70015692,"[0.0, 9.0, -6.0]","[3.0, 1.0, 6.0, 3.0]",2013-06-01,4,"[2.0, 2.0, 11.0, 5.0]"
70015693,"[2.0, -2.0, 1.0, 0.0, 2.0, -2.0]","[3.0, 2.0, 3.0, 1.0, 2.0, 2.0, 2.0]",2013-06-01,7,"[1.0, 3.0, 1.0, 2.0, 2.0, 4.0, 2.0]"
70015698,"[1.0, 0.0, 1.0]","[3.0, 3.0, 3.0, 6.0]",2013-06-01,4,"[0.0, 1.0, 1.0, 2.0]"
70015719,"[0.0, 0.0, 0.0, -5.0, 5.0, 0.0]","[2.0, 2.0, 2.0, 2.0, 0.0, 2.0, 2.0]",2013-06-01,7,"[6.0, 6.0, 6.0, 6.0, 1.0, 6.0, 6.0]"
70015724,"[0.0, 1.0, -1.0]","[1.0, 3.0, 6.0, 3.0]",2013-06-01,4,"[0.0, 0.0, 1.0, 0.0]"
70015737,"[1.0, -1.0, 16.0, -7.0, 2.0, -8.0]","[3.0, 3.0, 3.0, 3.0, 1.0, 2.0, 2.0]",2013-06-01,7,"[2.0, 3.0, 2.0, 18.0, 11.0, 13.0, 5.0]"
70015742,"[30.0, 0.0, 0.0]","[2.0, 7.0, 7.0, 7.0]",2013-06-01,4,"[6.0, 36.0, 36.0, 36.0]"
70015748,"[-10.0, 3.0, -7.0, -2.0, 9.0, -9.0]","[6.0, 5.0, 5.0, 3.0, 1.0, 5.0, 2.0]",2013-06-01,7,"[17.0, 7.0, 10.0, 3.0, 1.0, 10.0, 1.0]"
70015750,"[-2.0, -4.0, -3.0, 6.0, 84.0, -92.0]","[7.0, 8.0, 12.0, 10.0, 12.0, 22.0, 9.0]",2013-06-01,7,"[12.0, 10.0, 6.0, 3.0, 9.0, 93.0, 1.0]"
70015770,[0.0],"[1.0, -1.0]",2013-06-01,2,"[0.0, 0.0]"
70015771,"[-1.0, 1.0, -1.0]","[3.0, 1.0, 3.0, 3.0]",2013-06-01,4,"[1.0, 0.0, 1.0, 0.0]"
70015780,"[-1.0, 0.0]","[4.0, 4.0, 4.0]",2013-06-01,3,"[2.0, 1.0, 1.0]"
70015784,"[4.0, -5.0]","[2.0, 4.0, 2.0]",2013-06-01,3,"[8.0, 12.0, 7.0]"
70015791,"[-3.0, 1.0, 3.0, -2.0, -2.0]","[8.0, 6.0, 10.0, 8.0, 7.0, 10.0]",2013-06-01,6,"[7.0, 4.0, 5.0, 8.0, 6.0, 4.0]"
70015796,[-1.0],"[2.0, 1.0]",2013-06-01,2,"[1.0, 0.0]"
70015805,[-52.0],"[13.0, 15.0]",2013-06-01,2,"[72.0, 20.0]"
70015808,[0.0],"[3.0, 3.0]",2013-06-01,2,"[1.0, 1.0]"
70015812,[1.0],"[3.0, 5.0]",2013-06-01,2,"[0.0, 1.0]"
70015814,"[0.0, 0.0]","[3.0, 3.0, 1.0]",2013-06-01,3,"[1.0, 1.0, 1.0]"
70015820,"[5.0, 3.0, -6.0]","[2.0, 2.0, 1.0, 1.0]",2013-06-01,4,"[1.0, 6.0, 9.0, 3.0]"
70015824,"[1.0, 0.0, -1.0]","[1.0, 6.0, -10.0, -3.0]",2013-06-01,4,"[0.0, 1.0, 1.0, 0.0]"
70015830,[-2.0],"[0.0, -2.0]",2013-06-01,2,"[76.0, 74.0]"
70015832,"[0.0, 0.0]","[6.0, 6.0, 6.0]",2013-06-01,3,"[1.0, 1.0, 1.0]"
70015835,"[0.0, 0.0]","[3.0, 3.0, 2.0]",2013-06-01,3,"[1.0, 1.0, 1.0]"
70015855,"[1.0, -1.0]","[5.0, 5.0, 6.0]",2013-06-01,3,"[1.0, 2.0, 1.0]"
70015859,"[1.0, 1.0]","[3.0, 3.0, 1.0]",2013-06-01,3,"[1.0, 2.0, 3.0]"
70015862,"[-6.0, 0.0, 6.0, -6.0]","[15.0, 15.0, 15.0, 15.0, 15.0]",2013-06-01,5,"[112.0, 106.0, 106.0, 112.0, 106.0]"
70015871,"[1.0, -1.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 2.0, 0.0, 0.0, 2.0, 2.0, 2.0]",2013-06-01,7,"[5.0, 6.0, 5.0, 5.0, 6.0, 6.0, 6.0]"
70015874,"[0.0, 0.0]","[2.0, 2.0, 2.0]",2013-06-01,3,"[1.0, 1.0, 1.0]"
70015877,[-6.0],"[3.0, 3.0]",2013-06-01,2,"[10.0, 4.0]"
70015882,"[0.0, 0.0]","[1.0, 1.0, 1.0]",2013-06-01,3,"[0.0, 0.0, 0.0]"
70015890,"[-16.0, 5.0, -12.0, 22.0, -22.0, 3.0]","[4.0, -4.0, 3.0, 0.0, 2.0, 0.0, -3.0]",2013-06-01,7,"[99.0, 83.0, 88.0, 76.0, 98.0, 76.0, 79.0]"
70015898,"[-1.0, -14.0]","[0.0, 1.0, 2.0]",2013-06-01,3,"[20.0, 19.0, 5.0]"
70015899,"[0.0, -1.0]","[6.0, 6.0, 7.0]",2013-06-01,3,"[3.0, 3.0, 2.0]"
70015900,"[0.0, 0.0]","[1.0, 3.0, 3.0]",2013-06-01,3,"[0.0, 0.0, 0.0]"
70015908,"[1.0, -1.0, 3.0, -1.0, 0.0]","[3.0, 7.0, 4.0, 6.0, 6.0, 6.0]",2013-07-01,6,"[1.0, 2.0, 1.0, 4.0, 3.0, 3.0]"
70015916,"[0.0, 0.0]","[8.0, 8.0, 4.0]",2013-06-01,3,"[2.0, 2.0, 2.0]"
70015917,"[0.0, 0.0]","[2.0, 4.0, 4.0]",2013-06-01,3,"[1.0, 1.0, 1.0]"
70015918,[0.0],"[6.0, 6.0]",2013-06-01,2,"[2.0, 2.0]"
70015919,"[-122.0, -68.0, -16.0, 72.0, -14.0, 169.0]","[10.0, -2.0, 1.0, -1.0, -3.0, -1.0, -9.0]",2013-06-01,7,"[229.0, 107.0, 39.0, 23.0, 95.0, 81.0, 250.0]"
70015926,"[3.0, -1.0, -4.0, -1.0, 2.0, 0.0]","[9.0, 6.0, 4.0, 4.0, 3.0, 5.0, 5.0]",2013-06-01,7,"[3.0, 6.0, 5.0, 1.0, 0.0, 2.0, 2.0]"
70015934,"[-4.0, 0.0, -1.0, 0.0, 0.0, 1.0]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 6.0]",2013-06-01,7,"[5.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0]"
70015935,[6.0],"[3.0, 5.0]",2013-06-01,2,"[1.0, 7.0]"
70015944,"[2.0, -2.0, 3.0, -1.0, 1.0, 0.0]","[1.0, 3.0, 3.0, 2.0, 3.0, 3.0, 3.0]",2013-06-01,7,"[0.0, 2.0, 0.0, 3.0, 2.0, 3.0, 3.0]"
70015949,"[10.0, -7.0]","[3.0, 4.0, 3.0]",2013-06-01,3,"[2.0, 12.0, 5.0]"
70015957,[6.0],"[3.0, 4.0]",2013-06-01,2,"[1.0, 7.0]"
70015962,[3.0],"[5.0, 4.0]",2013-06-01,2,"[1.0, 4.0]"
70015976,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2013-06-01,7,"[76.0, 76.0, 76.0, 76.0, 76.0, 76.0, 76.0]"
70015988,"[0.0, 7.0, -7.0, 24.0, -10.0, -25.0]","[6.0, 6.0, 7.0, 7.0, 8.0, 9.0, 10.0]",2013-06-01,7,"[19.0, 19.0, 26.0, 19.0, 43.0, 33.0, 8.0]"
70015989,"[6.0, -5.0, -1.0]","[2.0, 4.0, 2.0, 3.0]",2013-06-01,4,"[1.0, 7.0, 2.0, 1.0]"
70015990,"[-55.0, 55.0, -56.0]","[25.0, 6.0, 25.0, 3.0]",2013-06-01,4,"[56.0, 1.0, 56.0, 0.0]"
70015996,[0.0],"[3.0, 5.0]",2013-06-01,2,"[5.0, 5.0]"
70015999,"[42.0, 0.0, -55.0, 3.0, 2.0, -2.0]","[12.0, 25.0, 25.0, 11.0, 4.0, 12.0, 11.0]",2013-06-01,7,"[14.0, 56.0, 56.0, 1.0, 4.0, 6.0, 4.0]"
70016006,[0.0],"[10.0, 6.0]",2013-06-01,2,"[1.0, 1.0]"
70016023,"[6.0, 9.0, -12.0]","[3.0, 4.0, 3.0, 3.0]",2013-06-01,4,"[2.0, 8.0, 17.0, 5.0]"
70016024,"[0.0, 0.0]","[25.0, -25.0, 25.0]",2013-06-01,3,"[56.0, 56.0, 56.0]"
70016030,[1.0],"[-1.0, 1.0]",2013-06-01,2,"[1.0, 2.0]"
70016035,[21.0],"[4.0, 9.0]",2013-06-01,2,"[4.0, 25.0]"
70016037,"[1.0, -5.0, 5.0, -7.0, 1.0, -2.0]","[5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0]",2013-06-01,7,"[9.0, 10.0, 5.0, 10.0, 3.0, 4.0, 2.0]"
70016048,"[-7.0, -24.0, 12.0, -4.0]","[4.0, 4.0, 5.0, 6.0, 5.0]",2013-08-01,5,"[41.0, 34.0, 10.0, 22.0, 18.0]"
70016049,"[-1.0, 1.0]","[1.0, 3.0, 0.0]",2013-07-01,3,"[1.0, 0.0, 1.0]"
70016052,"[12.0, -22.0, 46.0, -16.0, -37.0, 34.0]","[3.0, 2.0, 2.0, 0.0, 1.0, 2.0, -1.0]",2013-06-01,7,"[34.0, 46.0, 24.0, 70.0, 54.0, 17.0, 51.0]"
70016060,"[-2.0, 2.0, -2.0, 0.0, 1.0, 0.0]","[3.0, 4.0, 3.0, 3.0, 2.0, 2.0, 3.0]",2013-06-01,7,"[2.0, 0.0, 2.0, 0.0, 0.0, 1.0, 1.0]"
70016065,"[-70.0, 1.0, -109.0, 52.0, 0.0]","[12.0, 4.0, 20.0, 6.0, 25.0, 25.0]",2013-06-01,6,"[182.0, 112.0, 113.0, 4.0, 56.0, 56.0]"
70016069,"[0.0, 4.0, -3.0, 0.0, 2.0]","[3.0, 6.0, 9.0, 7.0, 5.0, 6.0]",2013-07-01,6,"[1.0, 1.0, 5.0, 2.0, 2.0, 4.0]"
70016070,"[-1.0, 5.0, -6.0]","[6.0, 3.0, 6.0, 4.0]",2013-06-01,4,"[3.0, 2.0, 7.0, 1.0]"
70016073,"[-3.0, 2.0]","[3.0, 3.0, 1.0]",2013-06-01,3,"[5.0, 2.0, 4.0]"
70016085,[1.0],"[3.0, 7.0]",2013-06-01,2,"[0.0, 1.0]"
70016086,"[0.0, 0.0, 0.0, -1.0, 0.0, 0.0]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",2013-06-01,7,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
70016106,"[13.0, -14.0, 10.0, 1.0]","[2.0, 3.0, 2.0, 1.0, 2.0]",2013-06-01,5,"[4.0, 17.0, 3.0, 13.0, 14.0]"
70016107,[1.0],"[2.0, 4.0]",2013-06-01,2,"[6.0, 7.0]"
70016120,[6.0],"[3.0, 5.0]",2013-06-01,2,"[2.0, 8.0]"
70016125,"[12.0, -12.0]","[10.0, 12.0, 9.0]",2013-07-01,3,"[7.0, 19.0, 7.0]"
70016126,"[0.0, 1.0, -1.0, 0.0, 0.0]","[1.0, 1.0, 2.0, 1.0, 1.0, 1.0]",2013-06-01,6,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
70016133,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.0, 6.0, 6.0, 10.0, 6.0, 6.0, 6.0]",2013-06-01,7,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
70016135,[-4.0],"[4.0, 4.0]",2013-06-01,2,"[5.0, 1.0]"
70016137,"[1.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 2.0, 4.0, 2.0, 2.0, 2.0]",2013-07-01,6,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
70016138,"[0.0, 0.0, 0.0, 1.0, -1.0, 0.0]","[3.0, 3.0, 3.0, 3.0, 6.0, 3.0, 3.0]",2013-06-01,7,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
70016144,"[-1.0, 2.0, 1.0, -2.0, 6.0]","[4.0, 2.0, 6.0, 5.0, 4.0, -4.0]",2013-06-01,6,"[1.0, 0.0, 2.0, 3.0, 1.0, 7.0]"
70016150,"[2.0, 1.0, -5.0]","[2.0, 4.0, 3.0, 3.0]",2013-07-01,4,"[3.0, 5.0, 6.0, 1.0]"
70016154,"[-1.0, -1.0, 1.0, 0.0, 1.0]","[5.0, 6.0, 2.0, 6.0, 6.0, 5.0]",2013-06-01,6,"[2.0, 1.0, 0.0, 1.0, 1.0, 2.0]"
70016179,"[0.0, -1.0, 1.0, 0.0, 1.0, -2.0]","[4.0, 1.0, 3.0, 3.0, 1.0, 4.0, 3.0]",2013-06-01,7,"[1.0, 1.0, 0.0, 1.0, 1.0, 2.0, 0.0]"
70016190,[-79.0],"[0.0, -11.0]",2013-06-01,2,"[379.0, 300.0]"
70016201,"[0.0, 0.0, 0.0, -1.0]","[10.0, 10.0, 10.0, 6.0, 1.0]",2013-06-01,5,"[1.0, 1.0, 1.0, 1.0, 0.0]"
70016223,"[0.0, 0.0, 0.0, 0.0, 0.0]","[6.0, 6.0, 6.0, 6.0, 6.0, 6.0]",2013-07-01,6,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
70016227,"[1.0, -1.0, 0.0, 0.0, 1.0, -1.0]","[3.0, -2.0, 3.0, 3.0, 2.0, 3.0, 3.0]",2013-06-01,7,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
70016228,[-177.0],"[1.0, -1.0]",2013-06-01,2,"[197.0, 20.0]"
70016240,"[-30.0, -1.0, -4.0, -11.0, 27.0]","[-2.0, -2.0, -2.0, -3.0, -4.0, 0.0]",2013-06-01,6,"[104.0, 74.0, 73.0, 69.0, 58.0, 85.0]"
70016253,"[1.0, 0.0, 0.0, -1.0, 0.0, 1.0]","[3.0, 9.0, 10.0, 5.0, 3.0, 3.0, 5.0]",2013-06-01,7,"[0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0]"
70016256,"[0.0, 0.0, 0.0, 0.0]","[3.0, 3.0, 1.0, 3.0, 3.0]",2013-06-01,5,"[0.0, 0.0, 0.0, 0.0, 0.0]"
70016279,[3.0],"[3.0, 6.0]",2013-06-01,2,"[2.0, 5.0]"
70016284,"[1.0, -6.0, -2.0, 3.0, 5.0]","[1.0, -1.0, -2.0, -1.0, 1.0, -2.0]",2013-07-01,6,"[8.0, 9.0, 3.0, 1.0, 4.0, 9.0]"
70016291,"[0.0, 0.0, 0.0, -1.0, 0.0, 0.0]","[6.0, -5.0, 6.0, 5.0, 3.0, -3.0, 3.0]",2013-06-01,7,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
70016295,"[-1.0, 1.0, -1.0]","[6.0, 3.0, 7.0, 3.0]",2013-06-01,4,"[1.0, 0.0, 1.0, 0.0]"
70016297,"[-2.0, 2.0, -2.0, 2.0, 0.0, -2.0, 0.0]","[5.0, 6.0, 6.0, 6.0, 5.0, 5.0, 3.0, 6.0]",2013-06-01,8,"[3.0, 1.0, 3.0, 1.0, 3.0, 3.0, 1.0, 1.0]"
70016343,"[14.0, -13.0, -17.0, 0.0]","[12.0, 12.0, 15.0, 10.0, 6.0]",2013-06-01,5,"[19.0, 33.0, 20.0, 3.0, 3.0]"
70016346,"[1.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 2.0]",2013-06-01,4,"[1.0, 2.0, 2.0, 2.0]"
70016354,"[0.0, 0.0, 0.0]","[3.0, 1.0, 3.0, 3.0]",2013-06-01,4,"[1.0, 1.0, 1.0, 1.0]"
70016366,"[0.0, 0.0, 1.0, -1.0, 0.0, -1.0, 0.0]","[2.0, 2.0, 1.0, 3.0, 2.0, 2.0, 2.0, 2.0]",2013-06-01,8,"[1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0]"
70016375,"[0.0, 15.0, -12.0, 0.0, 3.0, 0.0, 0.0]","[3.0, 2.0, 3.0, 1.0, 2.0, 1.0, 2.0, 1.0]",2013-06-01,8,"[2.0, 2.0, 17.0, 5.0, 5.0, 8.0, 8.0, 8.0]"
70016376,"[1.0, -1.0]","[3.0, 2.0, 1.0]",2013-07-01,3,"[0.0, 1.0, 0.0]"
